company,job_title,location,company_rating,job_age,job_link,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,fondata_nel,tipo,settore,segmento,entrate
Iconacasa,,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">4.5<i class=""css-0 e1cjmv6j0""></i></span>",13 g,https://www.glassdoor.it/partner/jobListing.htm?pos=111&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9767f21c&cb=1676371180206&jobListingId=1008440370577&cpc=0C1A14C72F2C651E&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-b150f77849bb4f4a--6NYlbfkN0DQp6B9kO-ml6optfvhZIF909R7pNNSTyfhxsi_kddqo6azqUD8WmQUUwOooQcypin0Vh7C8jef_fcJDze2ke0MzZtRYcTx1daRTnFf7wyWuVxPOHxGkWkkNxKe2YlPyov0vmQ04gD1uZCgo48QdGdbMiyB5CtzovZYjROCUpfQEo8nZQlGy82UyNTL2QDISm84U1DBxnxU-zG3I-kVVR-sgYw98b81wC8AfvAkC80VD5oPfFbhW2N1YWoa1EZ2bU5PQ38f5zWhdau0iI89l23jgVr3AKl_VC4t327kiQKTT4j7rm7bg64TMUaOw1vNDUCGNNnwqj6THY5xqXYoD1anpiiH7LOkGNSKTYlrHCoeDmpYQpc63MVas0qX8Ny3brB0l3dquo9KJJMUFJ1DZWKxQFk9anFLwnhbfIPczgdZTsW1ou-YK5cM3zGPLJZshNLv1uFwAfFdhE-rqqG51xC-P5ZxW-X1mLUrd8p9cmsig0DegzFt_KNUS6u_WftGV1HI6LVqynChwwEI4HRiApuT34IAqVxpbEJM1XQfJg9GOSlXQ0qcLyWw4vq7UdjOGDEpybzGZwXx0qHD2C1lW-JI,3.9,4.5,3.9,3.9,3.4,"Bologna, Italia",Da 501 a 1.000 dipendenti,2013,Franchising,Agenzie immobiliari,Immobiliare,Sconosciuto/Non applicabile
Okolab Srl,Sviluppatore di Software,Campania,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=112&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b3b6268d&cb=1676371180206&jobListingId=1008064394523&cpc=AB6E7ED505984E67&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-11165b9ad85fa470--6NYlbfkN0CF4j-VdemhqZhYBfyycXzfctZHQMJlOTMWfjELlTEYdzQvXrnMCEbQf7_njLW3BzLN-Zf8pM0KDVz2N5hR05WrSs-oJT9j1xtitTXCMH8DgJcrv9Y-sTRfR-02ADE9b0_rT1qvIuI2VvD-7ho4JCz0_z7Xu7S5YeqNnN72dIM_4VmcXQp9806Sw2qzpuUOoX-ZdiaxhxzvkEU3nODPdjyGGreY-U50FbxSPDStwbHsIPvplMWDxGetqAaYSzVXPREk33aviZGy0qz03P5dAW3wz_kgM300-gF177G_H_7cP18aWcuVdXp5aNZ3FzDU55PjcpXItXlPeEVslhOwYbaY2I6OOj41oqYRxrzn_C2y4bHWpO_ECDJmbQr6N8ypy5AB78B1dHyGg3b4N3H6utVKpNZ6tje5-xsKerqfEJusbGTcv0ihH8kmOQeygbMmX9QqlHLH9pWACApsYS538DEatF6-b6iCmI7LeRJWyt7wj-Io7FKAAPsrNsCg-0R0hujrUyyCpqXG2u2SHJN63Kwe5YBzDlhASK1TQxlVdlmoLCUZNALfkmdwG8gVEiVaN_FP1vcEI-4ytcB7847OUX6O2avPcWfRV-25eIag1LX0nWu0YsAPuYw9,,,,,,"Ottaviano, Italia",Sconosciuto,,Azienda quotata in borsa,,,Sconosciuto/Non applicabile
KIDEAL SRL,Ingegnere Elettrico,Salerno,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=113&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_48bcb9c5&cb=1676371180206&jobListingId=1008328377103&cpc=A202EC670F9D0667&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-da595ecf651cef49--6NYlbfkN0A0Sge4nFD0rKJDz5Dmybu_9i7hTlLPONpP69bQ42cL2UpwXxEq0YL0c5CtmVJVNpip3CYgRLXkJ9DegJPLdE8r784yLIWMyn7T0yt8HBcP_eAa7d4LlSCWcfuv-1a_iWTYzNiwXWNLWeQMKN-Tf-eyZrIuqHCqcNW2Q52PemN3uoPbtzGhK4ayOyliOwaCUj3EUUCWJrjK_OAkK7u26wbzqIeh0-doordUa3JZ1yAzAgXChZ13rudkbltBwF5HyCgwzNXEeLTIq57CTXFaGIvLOumpzrn_uZV2TAO3Vfm9WJPrhsH9DRe3vUbPnNozRRKLBACiDkiYtq1C0yeVqJSrl5m9GTQffkLCvKwBNARdc_ouVaAvO-z4gb-FutcwdvCGQ9q7S1jn2i6qqMf_QRAsyKGr0fRyt_1Ali88SugjLuanWOvD-F0YPMFfNWuRxhRvwA_6A5qpioT8Z0-vtnJJDhp7y2ALaHQReL0QlKCwlD4-ISnJty85rWB9Tslp_sY7JDsAyuh7RA7_YwSksti3W6WmNdLuLTmqEgvv8_QRp_U7FVavt-r4peDO1X1T0yE%3D,,,,,,,,,,,,
CERTFORM,Professore di Informatica,Napoli,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=114&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_53d6bfb0&cb=1676371180206&jobListingId=1008468375980&cpc=8AC01DCC8FF2DC38&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-ee8e4a8f1a466cdb--6NYlbfkN0D-3FQsaFb6K5kN-Yj-wYeYCLk6hY8QiV8Su9-Y7ucGGWhcMz4rqqesJf5meNCNKTXdaP-GOsDjq-mnRhnVsDFtDD6014uf75pBYwWp1pV-hV_r5N4IK-54haodK-tMNyUxSJR81occuCIS1dmcMmmAQ89E0D5PbzXfLB8HqXbug81xaJ6YEq43Q5_ux9LnSFZoolVQkqgZcBuUCnIEMGrTzNJj7hpwb0Kd6IWoObbhcK9UScCwrjud9_XvRcEVOBi9WE2mhETzVkwzMzleKObgxrXwLrbXVC06E18AUbmnjQFXHKiXYEnXOv4AMiphMeDwDHhAX8vO_ZTAdhcaERi688Z5MwBxPMtcoAZg9eI1hOr_36dCz4SitzyoQz9paZmKLMlZDdyxgbIHMoDYMrTWHZyKaJw9mo0Tfa3qQDltQFjb3TlM2TZZcCWXwR77VX6jfZHUHA_0_A3Y0XwadIQq5WOs66dpXn9DHjtOLsl9DYqrgki9vod_hHXd9sE6R_sCB5FlwMqp8zwLPnEznWaZz2OMZ6cgFX6YGgyLUWJV6NbdytENl8W6dcaEX4RMNfzw4N7Re1qMCw%3D%3D,,,,,,,,,,,,
Bre Ros Srl,Segretaria,Napoli,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=115&ao=1136043&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_60f4d804&cb=1676371180206&jobListingId=1008468940544&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-fd800ce384655a6e-,,,,,,,,,,,,
adecco,Farmacista,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=116&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_5b77cfd5&cb=1676371180206&jobListingId=1008379687594&cpc=39721386339D0809&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-ccea4fd74f7c0b7c--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFKzkjyBSgDOWMP7Q005NynjrY6b6R3IT6_mtD_j-dN-EzveWdoUs4tUqY2qNelXgdiwwCRXgDTEu8KkdIimj1ikagoY1pbj0hS6JDUcZe_Twi9Sp9ye-l0gncWRXoQoXytfmhdi5cSuBU9W_GW9OJi2_aNiprshXWRkIkGlVGmF38fX_Hq2Z9mihnqh3-QQLHF_d5mSJvF3jZx-y_O6yX6_-dHjKP6JYgjgvPFE_VJ68PAU7W7rGy8k6PSfrd_cHKqpDap8pggOou4nj_S3k2WpwCXy_lH75CcjvwCzj1so9tzpb3f09Ozq9lfPIxiBjSF0EqWlSKTnG2x5N8uMPxzyd5AnnSleoOSnIg8kruPiLBP2_I14x8qurwqSKZN8xJ3KbDYYWSxD7hGdQZdXa-mPfHFr5LR4nX2U-NeN7aM4KjEnS4_v6K6J0Zht-yql4I9yCW98eGZMGtXODxOraR0hW_DG-fWovRxoZbBIIZAaREzDKMHO_-PMztFavFWWUy1fdBqv-ma0a9UUrEgLe7gxccwdZji-xPSGMbuisjngTEZ_szaCwJjS-OGiW0rWSGLreSFz_3Nsf1-cv_ICFxQ-Yo08vT9VBaL872GzdamkthWxBhjok0ydjDUxliQ6UisBUkSb8Zel8M5Pgf1M9jyeLeRYIzONa7mCEdo-SyAYAI-2PbQo_G60W9ASjexg0Hc930hzHsItjuy6MEKEJqfHnvR8dGJD7I8x1nLmNotc2OnVgnpHWzGPg0bUa_puGxtGR8xNKe9bKw%3D,3.5,3.2,3.6,3.3,3.5,"Zürich, Svizzera",Da 201 a 500 dipendenti,1996,Azienda quotata in borsa,Selezione del personale e subappalti,Risorse umane e selezione del personale,Più di $ 10 miliardi (USD)
F.lli Bifulco Arredamenti,Progettista Tecnico,Pollena Trocchia,,21 g,https://www.glassdoor.it/partner/jobListing.htm?pos=117&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cf5c1bd4&cb=1676371180206&jobListingId=1008424152550&cpc=AB6E7ED505984E67&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-c8d969f59e452ee6--6NYlbfkN0A4JwkXaoRv8vomynARW-Hm_L68rakXmo3176-s2qzOSvFiXx0FPkH2XC0pBGF2A7dkaOQFB1Mwo8s2hBZO8VobR5dJP0FFH_SjmdMSlzD8P1mh8jMVMBlqUqDZOTstZtQXUn8RRshb5FPW7ETiytkM3oF8aKwEXSGjnmOEzv_kd4dBJ64gSdxOKJ6OcAko5SA73uxe3JFOmp8kzK-3GJadGOQXCZMMs3WJ-gJeZcXUMZ4HNN9ysCAzHK4L75FSUKTBVIv8hnKHPb7oQZkMWqaJ_Rzc-wvPEj4SnZtO_XDZHGZDiqPThrZouk9DU7FkFQR09rvHeUO7EUu9BxZnVfVoiCi5JXqg2h0EFQk8wojlDEMmCi6HTQyLf215CDKUib9m-A_t3aEP0iPP9_nBhLGn-K00MDMAE6JisTnxfUWBg_rnXRtvntl81GheIyxlhikvuyktQpskBwNPODsFYWszWziSOp0GndnByUWpPp-2aUHanEBK8ZNwn1ozlAkvF4jSM9vZxp8Ze_I4MgrdFea2fG4rpvpZF5wRcxLqwQ4If9DrIZcqrqYHR_6t1sSlt5kNyHMn55xJ5r3RuoLgH63y,,,,,,"Pollena Trocchia, Italia",Sconosciuto,,Azienda quotata in borsa,,,Sconosciuto/Non applicabile
Decathlon Italia - Logistic & Value Chain,Coordinatore Della Logistica,Maddaloni,,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=118&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_13320696&cb=1676371180206&jobListingId=1008454713006&cpc=65CC663E25211861&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-408eeba515cb6a21--6NYlbfkN0AxX4FVThTCNInuP4_dCOjpDt02IlJMbUhQ3pJiroWHrApW-aHLKb4C3Mg3TR-Ze0lpl_ZI8KoglnbWQ7qXtXuAyeIa4Yc5IyUgm2LSXC4HsLRxX75_A-7qLfbofDi35PQQbE7MLA51zHHYuUVvRM7lQP6Td7hSPTyzIxk96hdiMP98o4AG4yV913uvs0v7rZQwSor8lC2VfAkVZjVPYkg8xNdUEnoQZb_8VDjNBD6tW7fn5g4IXWU2_7V9GvgtujZDZgdzkp5jL2vY7eztxdi2QEXJ-1KWfqshDVvGAoFyihv-i9ygyDpmUscbIQYNV-o58ZJGMznC-PqU_J0MdjiARYFnczq5VWffo3KjU_0u7CU7q0Pm5Tv2294zvMP5gkmu9Iz4tQEXS13bvax7dpp0XnEKsv1KSAysHqLUFQXlVwQCPnJ6d-xjnE9ouxUH_1uBMKARbmvlg6vkOatvUysaULfWwgELUamh7svDIRbc0qWp_8SopiDUxSemJRjwAlZgh7hvUGhHdqKwri3w1oSSNkXeYrhyyNEOY3XS2Q7DEy6XYhIm7EiY9aOHNWD85DFHtpD8MR44c69UKopynRDT8pDcCrL1f5fs4BqUTb1T7QoE6BbjQTXqRTNR4mKDoKSrnIDN0zJFs_2y-qG0SNuJESAxm7Q_ZfA%3D,,,,,,,,,,,,
DA LUIGI SRL,,Capri,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=119&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4476b5a8&cb=1676371180206&jobListingId=1007587007478&cpc=1FF74F442D7FC309&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-268affa285e67a0c--6NYlbfkN0An7zJwxw3CZh8z5lm8TVLUJaJN9wf-Y83TkzQufWzNKA84Hm9L1v7MUAyalvmtwFSjYEqEUg0mJcnrSjAuEedFXz9UwWH7ZI-jNO4FvMpdeLOTmzLnBnBTc4omkNQrHLSm5MdCJdFz81qheroHrw8dGmKku57rbJM6A-skvDn6N4HgXpUxeTj8y3n5BVOsbN_rl9-ZBBzV95o2J-pEsNuuKvLgk7S8n5E0Pl4rM7bKJqnl6OAKGsn8j0AFc_FZ_WOPS1jvNEDc3MDZ93MSCbKw7AHSIWhu1AN5TCSmzrsLERz5QN10UdIYdCn7MWc_wfTT8AYUerhXcBAMRhOos2v0XWTgqAsYmNvtiicn5ZWHvDXJHBucWP-3CZtXRDduFQZ6XWS3zwGNWRZwpGbGRgCs1T1smIdVNNvdb37r_cVpU2TbE9KWVc_-ywxsIPLFM97jqTINPvimZychBsJV3trpDYIYYZTxZS9QIyGJVLPB9oBlxG-22i5nh1HOjSe1nUbJ2QQaDtQzcEE8ng6l60ICEn0yBrjGkfLSqiJZ9cOV8KLyrlg7Fub-gm-A7ylbp3mqdPQD4YBN-AF-s2_GT92LxtqE_Q5Tx4qiyke9lez7NGM4Zt3twDL_BvE6w7GOrMY%3D,,,,,,,,,,,,
So. Farma. Morra Spa,Sviluppatore di Software,Nola,,11 g,https://www.glassdoor.it/partner/jobListing.htm?pos=120&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c7dda915&cb=1676371180206&jobListingId=1008449146557&cpc=87034903B3AB482B&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-c087d770a69bf214--6NYlbfkN0BsuZjmKUot0tZdTClGKEaOSYgu4wKz6gE-tsrJG1pJSxE9HL8vvazbt1LoMuoUmQVCFYys49PhKG50vNJcQkI2Cm_uDrYtLURzYnbDEVRyOwPtBRHgz0IKln9SkGs6E3yUZDLMpa3_SOEWvG9AwIa7-n2KqC2MTUd1zj_yWhl7Yu5jAbKOgbyif3YWXV9fPl7OertLiLmvW-vQgcg6Gf4ukV5s6tUdj0_7x9mMy-rLBZ3rW7SVMCi8zZLnOq0c-v605idq04yOy5ymlUddYF8Vj9x-_EOsMG2McahjiaIGiIdJ-2p4VEpy2IT83vlDCHJgSIZU2bpjnqyeH2BBX6atKgwmmNQ5arZi1JkzBu2Djt5BskaAV63zx4MF1POPDcMa7V_C-gbJfRGm9CF6i6Xp8FFNOhF1mbF3CcNp2nGKQ5FzyRoeHxfIimEGYbJY5mBVXB77Og1ECDct_vhUYwZIwZc2FcKQ4Oa4f0-FdOG77VnAMXxTEJZ9Stt3DpHgOVITuv8lRaolmONBOQ-Ub-wviKwtQbdsAwVch68rJWKnW1Uw95wbeAfrCLvV-jQ5KgkiAWm9EodWyAmb6N7NDZR5nUibzA81d0Q%3D,,,,,,,,,,,,
Human Value,Controller,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">4.5<i class=""css-0 e1cjmv6j0""></i></span>",19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=121&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_53019c3d&cb=1676371180206&jobListingId=1008428549464&cpc=545C0D17DAD7ABB7&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-092d99c80759e091--6NYlbfkN0Cbu7h-UbSF_GGQaxjcsJH4mXose9dnRPGuIswOraEW1BCliE_XHjNelIDm7gNrajuDd93diwltqgwYizl_IqXTD11a2FNjsLb7ggKRV6Op4W6Dvb7dS-cKRcYBbQJcvNIWQG2IeWYt28MKKqu8-K78a4x5eAkkRhOkMeqM9KTnPtW1ix3hASuQ02NWFY0kuVoPRjqg60fQiMqa9bTL6oev6TtPWe_5GAzJETLs_VQpt8-ptOT5ASfJTSsWZbQjFTJ9zFYzkSixP-SJS8H_mUYDZ4LvzNzmEvRtoCWan5HI1etfoBXFF_UR62x7XzCeV5XY2riwMK4vCIeTKi1cmzSPNkyvjvsTAjCB8qk4mHKFHbyVLQhJZGP_HHmqMMhBBWx8GvTbax8Ezhk3UMLP6n2guNoRV08eP6JdB4tCbXRD9cPAWjLOy1JgVVeaMYrK8EhtsIoMroGhPnnQjpEm-7Tw9CAnZguXi9FBsipveUsWtLWkE4h8thfx80vVZ_5LO4dWEZyVxuEB8BXBNGEO4-REfT_7yFfhWvnkKjWLRfAridWfkV_f134HeFm-crZ5diMuxtSwL5uYfo7fwJnqihLtqJxouKw-_A12P13FJTzqkVoudR9BzS_O8CeLYV0-kRU%3D,3.0,3.8,4.8,4.4,4.6,"Milano, Italia",Sconosciuto,,Azienda - Settore privato,,,Sconosciuto/Non applicabile
adecco,Tecnico,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=122&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_54d0bc6f&cb=1676371180206&jobListingId=1008428775806&cpc=8CDBB1EC89CF7160&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-026e14140c80955e--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK0Ai5t64DnzuEJ5ibQUF157IBTZyBBJSQfe84u0axUtPFTHWAegiMULFUdf7GgmCacTFzLxvnfGYhtyZ6VosDHSUkdN7LtaeRN42UD4qeFEbYOSGx168wDr9FRv5T94WYaDWvSbWotFy2sYP1PggJdAf6oTCNUtDK8cDHl0WiLOhUi5izD84s9ksHNjhR33yrNkxp0uu83hmlohfST_ErPRnuiGjvmStWh8uUBLdaklKBF9eBmefmTYhQLhxInTF0JGB6_i9R14l3Zg7wskeTKkWwm3Lhx8I66yFio-VDT9KKGS_eS1jGXapYj3krcOditcWacuKqZ1gD54dWqKPh6ia_PfxlD0tWBNa5WP7wYq8E8sR2RW2RdVDpeTUSg9JprYgtinHqHNgbJTYqhVkifgXLs_IlRZqYB683erVfZOG78qVrX2cGV-GvUqEvbFgo-0dKvw9zBUvfKu5y6jiCujcMFxUDeuIWzt5JUGRMqNlOrccd-Hr0W0pp3rmjXuQnGOC6DPi1aD0pk9fPtnRopTzbn-NtBo0Et07AuryO6uhjCp735HkMyUK0Ni44Dem2Fdp-uifDAjPEDDKr_0mijDYALEYkfCQ-yJC5pRs-naXjCmDqA6MfQr0ILNYBlB_Tn_vVdX5q0FotjQen__Ghi-cmybglgM5yI4sFfZ_EB3mPXuLFckMibzHOUxcwLRy-w9lS7ryugispAYZiMl7ShH4dMDjqARM2pBCYDU62DjzplQoarUxlYFFnfrl0Ei_u7fTlBhEVO4c%3D,3.5,3.2,3.6,3.3,3.5,"Zürich, Svizzera",Da 201 a 500 dipendenti,1996,Azienda quotata in borsa,Selezione del personale e subappalti,Risorse umane e selezione del personale,Più di $ 10 miliardi (USD)
Assist Digital Spa,Operatore di Call Centre,Vitulazio,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",12 g,https://www.glassdoor.it/partner/jobListing.htm?pos=123&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_2bfecbb5&cb=1676371180206&jobListingId=1008444231309&cpc=D5E11A5BC695825F&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-4ee16a8d82b706c7--6NYlbfkN0BImewq0amX-W1xY7fKQaAGnpysQX9CarUjLjoQc2hm5I6kbS3DOLI6VrWqtpE3Ixmqb9zfhnQwiQs11-GiqGFkKY3aroPRnjmD0U_n6UuGF5lAa9UxQPfCFRcFJjHafNrperSGa2gvHyLP__Y7gJ1rMfFcBbao4B_OzFj5Kri4LNKiX3tSwtJCvzTQEaGAMJRzkjqstSAwBvjSNH2NtotKcjO8fhsKriGwuLhcfosvwLl2C3wimeDX_joBwiEdTOFvm6NTMNo4UXW6JCx9HWI888rPtFYMMtIvQNfKmQ4iWSFD6nlx0pnXG9hi5sQlCVVi7irHxmZe-CLoMETyIcVHTYt0tc5u7zxvkopoAYKhz0yGMl7zFktJ_xtOS_rn0nqxjvXppGVD0q4k72RdLouG3opzGNvOJaAuxuIMCvCMdA7dLnLNUhaYZWPCaGFQwKa1fhahaAlScH0uSdsU1fegeYDRHrq4LHmVqiH78e4ROIQ67OG33yu3DBAqd7IaHtJf4HDkpSaaAe-bpkwrRGQk5LpViy4eeT2zF-URvWrgMMmSOUlApncoRmysJwDIWpMA7NITxKYxXkcADReeIAyGvwgyEMZxFrM55i_QeAJN-_-QphxYFncGnmEtaEqtPdet0Yz9tN5ajdATeyF89qefi6Q8x0SsbsoDAVEr-xCLE-li5C9zkb5mPy7OU4J7yFpSUYWk2U_E25ud5FPlbnwvPlhMdn-q_Lo%3D,3.3,3.1,4.0,3.4,3.8,"Milano, Italia",Sconosciuto,,Azienda quotata in borsa,,,Sconosciuto/Non applicabile
Tecnocasa,Rappresentante Commerciale,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">3.5<i class=""css-0 e1cjmv6j0""></i></span>",24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=124&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6e28ac7f&cb=1676371180207&jobListingId=1008468448394&cpc=2F9DD8B511C89582&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-bc232938fe486941--6NYlbfkN0ACsuqEheqI-CXRMV8xZBmVkRy6Ljlpmc2vap2kcBme1-qmP4ebj06xxmZzIWK7JoGmozW3M7uo5TUCUpay5taQXrizM5nD77FDvA19oFQkHdnDLyH1S9bvH8TQdAN3LH7yz9wyLgIODLLcm6Hcal_5-zBD-APnQpzv-D2W5Dh-gdSYid9sczSiSHWSNwfCXWoelwh5anMUGGn1oqOWRBMwyPcNOMM9zdvNdCYTwFIYSo5lRTGNO_1kJ7IPHMDg8wCBwZVqbPo4KWOC_U80EWgTVCpI96jqXcJb3UBwZYvT0aco1Ul1UZYjzBDdQx5rj75WPXPfbiAhAolDVCrY-oQ4DoiGprpByn21bdfqhjLTVptHyo5GuAovYp1Rmot1yjbC8Ax6ShbwHk3nDV2oY_JhnQ5G1zXkA4LBaDw1Ngcb-E5v4Mo6Nh1LDyj5_rBgwuB3YbmKNERx9s8M2gV4fwmfh4aDArzYwg3Yk-W1ch9nwI7pdFYgdmwJWV6B9qHQcfK1TBnaK7FknvP_KIdbdVHw8cF7fdxqnqgUF6J9qYkrdK00AmLiQHf8y-F3cqCgwtqGCKiAMJQhvQ%3D%3D,3.8,3.3,3.4,3.3,2.3,"Milano, Italia",Da 1.001 a 5.000 dipendenti,,Franchising,Immobiliare,Immobiliare,Sconosciuto/Non applicabile
Human Value,Responsabile,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">4.5<i class=""css-0 e1cjmv6j0""></i></span>",19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=125&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_28e2b85d&cb=1676371180206&jobListingId=1008428548821&cpc=6945AE2F4B03E059&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-7541cfca3d4a6d42--6NYlbfkN0Cbu7h-UbSF_GGQaxjcsJH4mXose9dnRPGuIswOraEW1BCliE_XHjNelIDm7gNrajuDd93diwltqgK1cTvtNFkrcauU_oiFEvE4roIP44qEKIOBK8qjtgMx4aFoFsN09HFBcIJJi7yqDvrlii7CcfhqX0Cp71s73_BhwCfDtCLYZyTmObSGRwf6LRvcUFfZ-DOvnH86-_a9JTgEUwx-yJoL_Ecn7kJxDzHZY6vNNyvKaKRvayEyAC1Dv7S5hD6MNIUsld69LfabNn4Z9IlYxqq6RUN5X9QmVtYkV8pJPH-RSuR9VKtxN8P7FIljrqCQfw9v4Dn2-823i3WurmBxpeOZDMclhBEIRPHVzUKl2k-yFA4IYlMWYRYPvsnFsNJ8yLJHMmP3M1hsV5015nzW1zMAbNVbKuihfEbATspSn6GA5ARe48LBn3jTOFvbVLwzByXwtvgX2XhqvklGlloqI6GtAFQma0xbMuA1PhTr3XqvPaEu1GSZQP76s5fXlXc7xFsREbNQZAlnDUx40RWf1kP3rLfE-gQl_BtdCzCIqEAbF_uu3oMqJb0ytsWy2igny5dxYifH6_M9eOrrec0QnsScCOhbwU-2pBGzxEiCOOn0YVNCOrB_q6FMxpDi4FGXago%3D,3.0,3.8,4.8,4.4,4.6,"Milano, Italia",Sconosciuto,,Azienda - Settore privato,,,Sconosciuto/Non applicabile
