,company,job_title,location,company_rating,job_age,job_link,Opportunità di carriera,Stipendio e benefit,Cultura e valori,Dirigenti senior,Equilibrio lavoro/vita privata,Sede centrale,Dimensioni,Fondata nel,Tipo,Settore,Segmento,Entrate
580,MS Printing Solutions,Assistente di Produzione,Guanzate,"<span class=""css-2lqh28 e1cjmv6j1"">4<i class=""css-0 e1cjmv6j0""></i></span>",17 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2011&ao=1110586&s=58&guid=0000018621470e84b90727e3598369c9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0a6d4c82&cb=1675595550830&jobListingId=1008414674330&cpc=CA5E2B5B7F82281C&jrtk=3-0-1gogke3l2j4jn801-1gogke3lngagj800-cf36c06e0d20ca71--6NYlbfkN0DmPnEVoI59PiN8kjKdqJHstSvntd5UzKlKdUOtSj9mr_XZ7KccBH33Um-4PvLr1AX7we2mT5nXs8s_KJBKFjghxWY_ZJm8Xve4gwpZjzO8HCGk9QSjwf-cp46AQQqSs0gkjlq79SqhVIPzmJgz28OtxJy1dQWkBTtE9hbTsDPf7FxO54oHWn2MGEwWTdYCEdS1QLiR9sB33sdt5BrJv5tF0eFFFFvIB3ViuWOSRQw0lNOJF_6HSCtwco1nYQLjmZEvh1kHmdedUX_yJUEiinPPd09epJZHH_ZulH_uxRmKufc7dVJIVwk64MY89J-bk5olHU9w4fnkBgRT6hvIDq6WO4yIAFVX9WC_Dum7HkBMNZ426emiD293Nzdcv4mG-6dbD-ZuvIJqCC7njYVLJMGkUPzekfxGENz-C_A1qdODomrUpoI5DzxeSQ8TcqaDhFsCYd1DCKaFRfR5dE2vlH63gWzoR0oTdiE8izjA4tk6Qoiv5QmmiA1O4f5vnUWvaRK-Qil0Wd_bs2tyfPSnGDiZ83keuX-6V8gW8FC1Uwt-rT2ZnmfXGj6EMkA8NbqA3cTTrm7EpZfJmjvwWzuhRjHO,,,,,,,,,,,,
581,CISALPINA TOURS,Graphic Designer,Italia,,20 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2012&ao=1110586&s=58&guid=0000018621470e84b90727e3598369c9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e159d777&cb=1675595550830&jobListingId=1008409150192&cpc=BC94DADD91C18169&jrtk=3-0-1gogke3l2j4jn801-1gogke3lngagj800-1331770062283235--6NYlbfkN0DDciKe2jXGefLqdJbm6YVj_SHyleaBFbe3BD2NzrDk6TgdTz6qBKS0kwaS3YgvmXZ74uF5HRWb7zc8xGPRMjbEdcO3F8iKsoJghCZhlug8SWCYi5Mmtorj3nLPfWLYqhSl6N8kfVORvf6bDOFl4g1Pn_k3G3NVazHzZP4yTmrUATg8CnpR4wjJo0mxVFz904JcidLZmmeq8KeMC7ch6Y1LJc8sAVd2Kt_QG2dntE2Ct6TjId28HzodaFgrIAwSa-EDYlr7y6ir1e5A_0141kX5LgqOKJfOoHr7arC3lNEPFZhEtu6qIPX29lnedgHh7JFoLDfLDbYoHAggNn94FoTi1KyCCyQeAGIpCUgyyfj0AdiCx7vnuMKohr9qs7or7ZHaiumFtM3zM1mNQONnaTNdYTbXukQanQmnRcg2FP7hvGTohCX4amPoXwfqCmKq1p67nB1T14X_PYlLmZD7HoTiQSQBsADSAk6-Uaq8BIVg6vuJXcsjvO1pGMmtVbq51PKl7s0BIgbm_Eh2siqSNSA6lzRm-ZsvaJejQiVdLT1E7TRaQ-sLt3LkRCsp_oLpVhU%3D,,,,,,,,,,,,
582,Redcare S.r.l.,Magazziniere,Settala,"<span class=""css-2lqh28 e1cjmv6j1"">3.9<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2013&ao=1110586&s=58&guid=0000018621470e84b90727e3598369c9&src=GD_JOB_AD&t=SR&vt=w&cs=1_f039fc24&cb=1675595550829&jobListingId=1008311252846&cpc=C49818E30565E1C5&jrtk=3-0-1gogke3l2j4jn801-1gogke3lngagj800-5d928b36eaca616c--6NYlbfkN0BJKArFY49IRn__7OTokeQjzOtAQ3tICCNiDT8SJ5k7t0QUWh4kdn8CclV-0JfuAgYsEptrX0PhrAvh3_FT4oUG3L3cg2G9XQckFpZ8mW8g7_MlwDXjsqpZpnZPlWXrwuGPsI6cZhqjmbZxgzMf3ivMFae5J1hZND0duuIoInzRCrR2wF5GstZgtjqMq6SHBbIapW5n9CKiJgCv2MAC5W-Cg9g6-EWZWqcjmhHbDJE8VDOtasWIzKMIlDyt4authujFldNl_ztzEVovNA1C85Wrm_uvt1kKZbUvI0Fc8r2meqkYa5vaNuMJvgc5L6ernoZCHL8_O0AQhap4KTmlB20Mo842eGsShSIqjTOFMTl3aR2T_Fibc2pK-jbN_Obu0CuKmwxaAJ8NLGhWDqRsgeKbje_GAur2Q2kbj6kuUIhOb2Cs6DZscxQfR6l_TyZ-XONtA-Y-WmgLndyGJ7ttKnWX7PlPs-1JoVEUsenNL2-Kz1DfzxQyzzILyBEoAy4D6Tgk3SPTEh9C7jnWe4L8wYBmiwyiWMUv-KMMo8yLrHKIJh5I3oefF39jbL4CzarSt8JsKRSRVm6Yy61mH67ofgzZJzM_RQqVbpOWsa7jibMTzY2LtWCTSaHkZI1-zN4yniU%3D,,,,,,,,,,,,
583,Amazon Italia,Business Developer Intern,Lombardia,"<span class=""css-2lqh28 e1cjmv6j1"">3.8<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2014&ao=1110586&s=58&guid=0000018621470e84b90727e3598369c9&src=GD_JOB_AD&t=SR&vt=w&cs=1_56a68bcd&cb=1675595550830&jobListingId=1008255009668&cpc=AA797275D70DCCF0&jrtk=3-0-1gogke3l2j4jn801-1gogke3lngagj800-5eb45318949f1297--6NYlbfkN0DnGmcBTOb772ESOvFJKsImmoiORSSf-EDClh14IRIdT9ed1SlJGtbWCMkNAT9f6-SgqhUau9pjujK9uBT0buKt1S78IXHhvY_2XkG7uL0W4TgmU-nEC1dSCWDZdiug_3a0ZhDmeUgx16yH40EOVNb9eknNCppLC-49VCgwt6Ec_lB03fyyYKU6Velc2FTv8CYEk09OqEK46supc3K5B-xVd4pgLw2cg9oqgusksWeVmhu9yZ6UnkIR3HqZlrEEDdmygCMNUt-0HWMtQGl8WSYCL_Vbu2Y5F6yIdlW4AgKi0Z1l2NGM_6dN4w_2fF0HUcTACBOHxFYElMV7D52jJKCjkiu_8OLpPeq3eU3JqA1JH1jLrdXrlIgQadYZ-UH_f5pGw5iqhuHvEzluNZpMwHewnc-vpBoCp1yaCodRepxBB8a0Mi8VfVIARZlufe3X6oJFKNWoh5QVvFlE6j-ogxOs7zcQQtRq9hhkIqp90Nm_2lF_GzunqMbYNR7D3UHjAGTvgIHufopirYPJY5Qh1-W4AbBtwxgx0c-T5_aP_IaR7re84Lg7wBpcM9XjrUgMxBw%3D,,,,,,,,,,,,
584,Iconacasa,,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">4.5<i class=""css-0 e1cjmv6j0""></i></span>",4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2015&ao=1110586&s=58&guid=0000018621470e84b90727e3598369c9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_bacebe1e&cb=1675595550830&jobListingId=1008440370563&cpc=7095061949A44974&jrtk=3-0-1gogke3l2j4jn801-1gogke3lngagj800-f74fd59876ceea94--6NYlbfkN0DQp6B9kO-ml6optfvhZIF909R7pNNSTyfhxsi_kddqo6azqUD8WmQU0m6HfQkCO3uraQKqPQ8gR3TsgYocsXil8MjvlmIVFUsR5C9ep2nV3wJQSxnyGT4c6E9UU5dS7q_r7JrQiE-4v6SqHMV260YanHpgHR9TieXqRimxxqGjzWmNlA-Bnfw3NPN8byNrlENGDv3XcgLL0xK5Rz_LmCGO8gS02akd9iJh-n2bbsHjcsJyug60rZ-bhzOzbVcUFJ0T87V6waEpE6MiLx23cdhPd_esJskLWoCDh_RF_WrcK1aIdBUSA9pwz5ewiJApQDhxVMvLONYhb14stBG8iOf3BvCNXyj943F6YuqBelchr7syVmGAzjhV6TDEj3__83JjbDCvG-e8vOy9HIAN-tYHY_4WWZasnz0LAg8YZEBdx77kZOUCmJQw7OFHp-pz6k6_UHRX6DOImVEaWS3yBHU5bTymKMx8jGXwAvRptg4z0ZYNcHVPxeqIpfDsy9cFxAL5IAqF4Oql_wAPsVd1mnM2tpikjCW4AkbvZdXdltksUxZqyHXpQWzoUp1HTTiAYDcyiFvWoQFv-YIOwsTI33Y9,,,,,,,,,,,,
585,Rete Servizio Civile,,Italia,,5 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2016&ao=1110586&s=58&guid=0000018621470e84b90727e3598369c9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_131fb1b8&cb=1675595550830&jobListingId=1008437821557&cpc=9FE5D8D7282D4400&jrtk=3-0-1gogke3l2j4jn801-1gogke3lngagj800-261748bbac4991ce--6NYlbfkN0DT7VMttkO2X7JG_zv-SciHGg_9GA_6tXl9BqorkB-XfasHgPTcGm0nuAFpfqedlImkeIGv-PVxbb74zKux7dHrLHucbLQ_q7bZ4NlUaMzoE_fTILuVYqaq7scesaloMQ8LPZvH-2WCY8XYdvD_Wqeeh38RJNMy-eMvzYz6ZtVJkZlsyMQcCXk9DKLuBfouM0whn2F0ql2DNMSLZ2VeJqxsc0TyDAGvyDi9kYlkCpunDsWnJ5nus9F_SBhR5PdFiYwDXfJ4w2j5FAH22IOpWxIspqq8aaR7bCHimmEaA2AZuZ_0UdUesNBseqC5tWYNDvQs7DPriI8NxmQcbIXxeJhr7_QMvsZ76Yle5Gb_frErsLccZiCSlvVqUVl55hS2MiOx40lyPJ28Q8JS8OSGOWmOmuasCALpvnPqm30lHSEvpc1TsiCOM9X5N8p2lo3HuLLL0ZqaPlXm5_lD62XZ-gsXfc05_6huP6kOje4pVaX1U4yWJFVOifk-Gm7vd-wAtJ1T9ZilAELKrsrwsG3jPhUpqjJKdeBz_TUHZ6gL1G9POMuM83f0dMcUaw4PTOrLNScT3uppbgb7U9ncZgRS5dGGYd9P4fG899Dczdr5U4Z0WLiA1Z-rHBWcpTjw_8PoSDkQUGVtYXsSAx4CilbhUe2q,,,,,,,,,,,,
586,Human Value,Analista Immobiliare,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">4.5<i class=""css-0 e1cjmv6j0""></i></span>",10 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2017&ao=1110586&s=58&guid=0000018621470e84b90727e3598369c9&src=GD_JOB_AD&t=SR&vt=w&cs=1_fc476a0a&cb=1675595550830&jobListingId=1008428556568&cpc=40021B6B9FB64F38&jrtk=3-0-1gogke3l2j4jn801-1gogke3lngagj800-28afb250547c838a--6NYlbfkN0Cbu7h-UbSF_GGQaxjcsJH4mXose9dnRPGuIswOraEW1BCliE_XHjNelIDm7gNrajvv-XeVa4LW5IihKbm_ggaYhuaJzACCoyuVaT7pYWZLaZ6bTRA4avlbshFuprGcs4REzA_8mSK_HbZ7t-yZFjzivK7tHjXv6p36X20vv6MeRNRac6oukQ55L87ma2oypvMtD_yrovWyv6VMnW14Bntix4WyWVipixh92dVHTCXrlkAV7hc7EJIrotULHPYrnRcvYOdr8C9pDFSpSTSLQ-mpSUWtwzOpB_XXurcGdoPRAaERjuDoZw9Spsfpew8j4RSkpAAVINTR1KEopHtqsj3R6sa4PINCx9290wIQWlBx8yyzfGugPNczMsKckbSqltYlNeNuG2emxrde2XiVZVcRo2ZqHxViT9dv7UpQd4t8L30gvBrtcMzNSarI1H0QVk9_VobFY7ySZoK5Y_D6UJDdOMt1eJTVxUsbe2gVzB8chD5fj31Pt8oS8khnsOLwHCTufFTZfghRibHbuovkznEJ9aJp-WSVBgFkfNGg3dTcZgFQ4f-SGNXynODD9qGsrnxOw1-kncTmoYSHMNPpNiQdBzF9zEjYwub0jNHHKRgsMSM-ZG0gPPLk,,,,,,,,,,,,
587,Sdg Group Italy,Junior Consulente Statistico,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2018&ao=1110586&s=58&guid=0000018621470e84b90727e3598369c9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4cedb00a&cb=1675595550830&jobListingId=1008002126746&cpc=C49818E30565E1C5&jrtk=3-0-1gogke3l2j4jn801-1gogke3lngagj800-141075571a32a161--6NYlbfkN0AE8umwqlP24P5MJBciCE0tQ7MfDjkg-RyuC98PLXYex8ACeSLu-GrDevAZ2Y-O4G8FEXu5GFDM2M0g4I9QH4wzEDqZ0a_F4QQBZ_zWFWbhGT06QBEsPT504af51u6QHMl4BBdE2gDhh1zSB_jF_PPT30wRH5AGH_l033Xo_cFpkwvNxcp0GyCpH1OmAQf7eTM2M56nk0Xo15TsP0LOh4EeqXjX343Y0_hUUbzJh-DPnApDoGydj6t0HyBVKHP9RxzkFkS2exG69lfI0DwDEOI3jTGYJfI8_8oNZqIXDf3FogPYEeTLnqTHEB8v1MyOhaSXdYMtGBUiRtdXv8qog5Ia7WuzTV1I9tg5XyY4RdlF0it8xvY9tuSDNvquWZWxbbGvWsaN3fBgUMLyz8DxBEDF73svzmJkkKFRO_QOiYo9DWWCAe-mQ93zsCjlmJ0EEoDnhZ4B8mGcOrU4pRCQ0rcs823XdqTfbqRWslTnNERjHzoL_p33lqkO1-IeUJApXUZ52x7k_av01BkuGeVLHDXLe4DNcJcU7R2FpBzby60eTWOKYbQJu9Ol9hkmq6yg3Owi8sujxCDuOzDautsgjlcXcQ8Qzu4w8-3sFb2i38Rg-Q%3D%3D,,,,,,,,,,,,
588,Iper La grande i,Addetto Controllo Qualità,Liscate,"<span class=""css-2lqh28 e1cjmv6j1"">3.8<i class=""css-0 e1cjmv6j0""></i></span>",1 giorno fa,https://www.glassdoor.it/partner/jobListing.htm?pos=2019&ao=1110586&s=58&guid=0000018621470e84b90727e3598369c9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_693bdf23&cb=1675595550830&jobListingId=1008449430338&cpc=EA19F5B90D514204&jrtk=3-0-1gogke3l2j4jn801-1gogke3lngagj800-01ac63ac24c49a9e--6NYlbfkN0Drtkb5wxXwLpTXrFSgyWS5s8RiJ8JotFRCdkPO5REqvUeJDNmF4woVMnrfPlCh2nxihWekq4Fm332mUh8eFjyxszqAANxRqcf3vu7h5FGRxmiuAKiT32Y7VPkMY8PmYUJ48vm5AQYxeJeIuaIJENfzmpqO5ukN0Y93OlBiAJESLNyeGuv0VrAfQvLDlMTcobE-1Jw_oM-PL5eOLL7mPeK0J2_yVLE7hitT5bCfHFdDyFNPP0ph4ndUUIOJoA5H8JEHTktjHt4CCVx14RLsLbh1bGW_qd3r82GcjUA5iaYMY7-vNwq2SbddpJfcTxXyvqXeBHXdQgEV6OYiWoNYHspN-oU0cZTUm3l8rlTyksLrvxr2ck58eS5M66D9VPD7lbN94PHzb1wGgTwIptr-5Z6-NZmvNwA3qlORAMtplUUruHeIdmeJmueZK4QO4fMsl8VW15oT8lqG-V7pT_Gf-djiPP-OgM36WZvJuZvaheDhMPDl7mjLIpJQtBUYUxq8jvR69wnRsx-NcytRqjfmzNkR9tGUG23bR61iYsoNpgp5OMT-HE8QrJ1RmQ2mPociHXtnK8HeJJzgwavmN3FDYF-dvlOpTI7G5xbVAf_SybZoBw%3D%3D,,,,,,,,,,,,
589,Gruppo Tempocasa,Consulente,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">4<i class=""css-0 e1cjmv6j0""></i></span>",4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2020&ao=1110586&s=58&guid=0000018621470e84b90727e3598369c9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_190e500d&cb=1675595550830&jobListingId=1008440017045&cpc=F1339989C5CB8906&jrtk=3-0-1gogke3l2j4jn801-1gogke3lngagj800-a255f36c087741e0--6NYlbfkN0BqFYcnGQtlgZUyEPNOpiDdgWIzo4J8ITPECTVQq8Qp8cTfoGaBG9wTZSfesqTF75pez0NeHlNUklLe6IEqWir2Nr0K_FFh4lcFS_Wvh33JUXNQxZI1RJVjOxvZKdc3PUK5ketdqnuMcQagR5fpVME4mqXyLCX-7tVGEJCYG8251I1a7bmCTTFffUIjQy-g7hB8ZmQYlZAujhp7OvYbj3qp49U3LBT26FNdgL3SFOtSA21YS4-b8OycShh0z_xLAG6ZHjR9jhumTl_eIqRSZusxI6ACqi_lf205ATnGRKBnvN8HZllnUGRHeBBNzfyltfloQ50Pj-I_bObnH5gBgZLMNrh3PL9LmS0RHF7NOuToVW3ZuI6OeeB7MtIZPO3l2oRatcZPT7ElG1WS6JsAC8TPVEOazwVL0hj77VfAXXK5q838Et57wMlu2yr9ihIlKLJ-oeQHRXIljl9vGZN2n77xI8jklcdRYCTVnYPMKxk26eDKipTH4UXffyw2gFzTMmHoeflnYaJwrO6WLbepSbRwxQwZWbvbuxLBuafQYiaLXU_XJBUzdAo0lgF_Lbjvg3GZSYcVqXRqBEP188WC6ROfvBc7LMs4Ls7vlE8Qy45CQmizECE9gIlMFETntf1AY_r-pemB5XgQUIq6YfgaQ_gY,,,,,,,,,,,,
590,UNIQLO,Addetto Alle Vendite,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">3.4<i class=""css-0 e1cjmv6j0""></i></span>",11 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2021&ao=1110586&s=58&guid=0000018621470e84b90727e3598369c9&src=GD_JOB_AD&t=SR&vt=w&cs=1_095c0368&cb=1675595550830&jobListingId=1008426470970&cpc=E6B95A06C1BC174B&jrtk=3-0-1gogke3l2j4jn801-1gogke3lngagj800-27411c4efb6920e6--6NYlbfkN0ADNS7S_bk_QaI_CrwlsrYCPwIxhEPqbKfSwismzAhKFhAO0N3pd-3meo6aJkWq0JFiM2SrH9gnAx3bHNMvWLUuSs3TajGnz5MqWqUBW662MKiwifDX1CwvroGvzOQJXnjOUcibDOvfyBQ-Kyf_4ZWcAnDlxpL7jboVzojH0JvxY-ZxKq6WTsg__xG_BSyNYTapWzjDBQwSZquY2ity-IqdRUJnvyra31CWCNDEtYaGumpE5xWPKk-7buAbA5CfiEqc29U7wf7N0Gqd3__pQH4WoQ6RxQs5WATozH8QQWxDA0gXkuwDYmPGJ1KMc9qAMdyK0SAX58GjxrDzmabtVl0dsgjIGCOGXlWdmUGk0wO5a0E9xbaM5cnYiy1mSH6v5Y11fj-Lwfr1GfZr7lWHB-cDMCUI8IFUXfdKuaehG3ugiSOnk4WpTXO15d5Ehtvhe3ihHRneBO6noVFD3iZwuQNckL3PCyuWpgwvA-zlTEU8s-SMVXY6EKQFYhhcDzr3hpPGh7RiOwi5OGTtXr-WmG4N_rv1a0xQjrhFg7y5Mny2mlp_bQCt0rB4_xjXRrgaabsdVZbVFQgteAKRqnXf7_m0NCkZ5gA_b11Ax8qhySOa7BaTtfQa5EVjRkxN4FjmTT3eC5dbeGjYu4q0CvN7wF5DWXtUFDeK6TqxlziC_FGUFjga16RD20r1mIHr6cKMfHRW3SKjmfX-YhOuvEpvuBxOLtcQCGcLZxNnnMgtlx8I1A%3D%3D,,,,,,,,,,,,
591,Poke House,Vice Store Manager,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">3.5<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2022&ao=1110586&s=58&guid=0000018621470e84b90727e3598369c9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ea121735&cb=1675595550831&jobListingId=1008376956948&cpc=39BF0EDDD7C951CC&jrtk=3-0-1gogke3l2j4jn801-1gogke3lngagj800-60df97fb9c2204c4--6NYlbfkN0D_M1yx-FWPLzblnGjBaJLTZ1BYOFsErCyPl1odBZDTTjZZ0WvXZI0UJ0YIN-V6DQSfCcH-y3nwNCP_7hIQntUaFl83fLPhSiWZH2q_0fFkZi_FTUlC28Wh8eO7JygMuFEEWea3QTDNB5Go8YFkD3m02H3zPhd8TwO2EfxBwzohBDi5GpboossVqqcCMQeLKHUl35bfndaR5tnMQ363VgawHP6T-f0yct_fnx-t9aUUMrfkwWuQP0ih0iq-DQEg7E0qiLmRFGWxaKliQSk7xhUFvwJFt8M2tdN-PKmpajXeaYOPVEda4a1Eau4qZmJ4Is0ZN_Ys5irgw18bXTdkqT6O2zdaH_GTb6n1kMOgnaRmewjMovqwUwkzDXU4HuO4FaJZjZKSiC4QUOtGOcf5A9znLE257AwosMJ5aVM-3S_RoY94QENekM9tlrQikUlwIDrwNuY2yXMc6IQjjvFA741vqG3cozIiYYKKS2JaA89kA9G_nvgA_G9G1vOwDGuBBqH7Hdxd5jYkD5f5qONl13g-4d3IdjvqFVPuCDcfnwvTCNIgdtZa53FHpWGvHLHg9Js%3D,,,,,,,,,,,,
592,WEBIDOO SpA,Business Developer,Italia,,1 giorno fa,https://www.glassdoor.it/partner/jobListing.htm?pos=2023&ao=1110586&s=58&guid=0000018621470e84b90727e3598369c9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d70ea518&cb=1675595550831&jobListingId=1008450157158&cpc=4050D81B60456B41&jrtk=3-0-1gogke3l2j4jn801-1gogke3lngagj800-69d99e5aaafd1a58--6NYlbfkN0Bbc8gxfAHFKRuywEjVkkggr-Rb3TCwN77l9KXd-eqlp_6LLVsnEbhGeJnRaWlEWPVproY6YCjq9brQfIZ5x0nCjaEdDtMPNdKsqD999x5TBR05RZlupBlf47JoMnt51g8w-RNYlziqctseGCbNvToRTSrUnXM9pP5x1YZvUMlYVvGJwWuM7loTM5DfU3J3_6NsFSRUFUeWGS5gA0FGgrnPgj9SMLBoCWOc-k_rVJLIEZL-l6DtoMbZ-4Kf85We_aRFM0HMSyEP-KoWCng3mM4ZSzCMAmwIZPvoDw6gf2uFh4-S5V_zn8Xv-_sgD-lft9zbPFNwQ_VmLQEc8HvPpIgFhmZZfFtPp6adkvAtZg5nlvYJJNvsXDQIUV5Yv_gpa6mXnkq9iJcQ9zp6T1O1Vt5wO3waAD_iWGO-tG61NngW289l1bAaMczc4nXUfXogzBd6CO3r7c_L1BWXEZh4WaoNLLD4V5BQD7bIVUPSNLV3k2CrV4MtXZFS5KTf67lsEwsEePCyCwf5YGmXM6X6SDcakrUr2m8XP5HQ7LavhiI_VemnTlm3n9hNEBc4Gsy1CBGErVwkDc1xiw%3D%3D,,,,,,,,,,,,
593,LEGOLAS F2F,,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2024&ao=1110586&s=58&guid=0000018621470e84b90727e3598369c9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_45495598&cb=1675595550831&jobListingId=1008150695343&cpc=9952A63AB06E78AD&jrtk=3-0-1gogke3l2j4jn801-1gogke3lngagj800-5d4346c2873996bc--6NYlbfkN0Brhxcnrdf25a96VuAO1FHh_16xrDe9EsM7qSbMfOOthMAFnhrwmY0pvBOJpyIcRNmIkKQCWtlqIfzWQrl994JQ4Hd6dekYEkcIcS7wjm7m_iuaphUGhuekms9lMXRHCoLK8c21JLuWaSYkShF_dtNxkRe1my7nk0Av8U0-pxKZ4eHhAsQKSANkGlrU2JcFZFMRrRDySNr6cf6UidrOlvAx_bjDLH2kbzIWvzXf24vscDke52azTNi2VchyKaYYuulwu8HrffjHw_KqD0lbO0DWoWqBlkyqWB3llSzrniRJe3HBWgsPxY12ZFkh3y6nzKGXWQJ12-5njV6lpo_GsZwUH-AGOwFjF0NtN3z-geStjesNrm6uIsJoDXsIofOtaydo-d7mnzzQGXoWGSqbFgFIuLMX6gwcgSzB6KQ3g1AQU06F_FhTuRNrIwQJh1Mf5Kym7FwpJaGVC5V6IK8geHgnPQ5bcRCrxFcuNadMfQaeZmdBpyjWLmHRcNf6GY4gkXDV9YbxOxpBGa5udJVtLxYUM7sePZGLPqdd08KCH-p3QIIatyQ11tUOqQ1iKMWTKzcRgwgACsQX8pztBjYP1eC9ue-FmggFh6LZ0W6x-_kqLjJaklkWN7jxt1ea06CJGtnGy6hhBHF4lOvpJshmxVYXLj8xH9i4p5o9H4QJPHrJOvgb1shvTJPS20IWuIEVpO7Da95SLQnCnA%3D%3D,,,,,,,,,,,,
594,Manpower,,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">4.1<i class=""css-0 e1cjmv6j0""></i></span>",6 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2025&ao=1110586&s=58&guid=0000018621470e84b90727e3598369c9&src=GD_JOB_AD&t=SR&vt=w&cs=1_0d559407&cb=1675595550830&jobListingId=1008437200141&cpc=61E17551093C17CB&jrtk=3-0-1gogke3l2j4jn801-1gogke3lngagj800-2674902ca6756dc4--6NYlbfkN0ClZqaX-sKdGgzOio3yhb4AvR-vSPstYNRqTmgyaFf4FZ-v4zOA23Z9oedstVK51ytiHeSf1arxSeMV_m45PX5LghCgLsrR4Jjv1jIXT82r8URB8tB-SOtHaezhbkuzPXNC8Aj6X72glIG30QH5Z4Gne2kI3PquktmLhtLENfCgVAfIOn3O2fiIwE3qG2VYR9X6NliEBsDWlUMWA3a9pPf6qD1QbU0YEjHeBdx4LZS2W_oBRscGwhTFBEpmoavhWT0pM6WJ78ov24XRSpQAezGkdoQf3lp50h3cjF3WlMg9SWF616bgGX5zP7MadgNTg7v5I8PZ1HfXXHfrOh1-5zVqV7yi8Zd4SRO3_62ijl7jisvU8ZEiMx3VFI1v-Rm_XsyptTvRnnuRzgaA3QwVbqYpB6DA3vYbRFJV7ApZ6mMhgQeQKDEFx-uPzOIagXcfHRu2BUmcoZ7GlnCg52DRNX6zOVNI8_SfELI4DS5VELfKOOc1SghU_nYEc8byc3PG7t2msWv8EZFbyogUdjHRFNkxO9F-KSl5p94oQA9FUgkGBxcUT0LbnfDoDIhYfNev1JKGOvYsH38-JOKpTvxFs-tjnAO10lE7c--wwM8GFXMokmmycsfo_wo9xCn90pynfV83CbCRYrBFilCUpNh2mSFCQsXvAOhTh_271mYNxBIRMmf9j9gfK3s26uSf5Y3xcQ5Dy4zRiR71k55d7Q_C-qYF6IoH2uHHUXQ%3D,,,,,,,,,,,,
595,Rete Servizio Civile,,Italia,,17 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2026&ao=1110586&s=58&guid=0000018621470e84b90727e3598369c9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6766185d&cb=1675595550831&jobListingId=1008416287617&cpc=70D6958B2CFB98E6&jrtk=3-0-1gogke3l2j4jn801-1gogke3lngagj800-773a4cbc39e40e49--6NYlbfkN0DT7VMttkO2X7JG_zv-SciHGg_9GA_6tXl9BqorkB-XfasHgPTcGm0nuAFpfqedlIn1dHoUQf_fVOWLtVrgkvPFhpai6abfhPZF4WwGGTxzQGuW9zqEsc9XmCDoH4_usmPrHeri-Y0dlN3iIl2TeKsq05Wq3m4Kk9bMQ0WTv9KEsPFooMQ-JcxYHFiSJQMl_h2zrilWZF-lkleE_1cyDl5ajaj6gvTKcFwiNhpy59hpuRFI_X-2eaq1sZmBwYLFJkRDGTFJobATtGywE3doVlDUZZhDLRDbMF4UKe5c19sbLaTNQghC9SGPWwVljYayEURXRCxwsBGW8uU_0zSuVylmzGDKGnpO6oaqqxmxnR1u-5pJhD8S9B1wHrYLR6nx8qzmkPMeYMO7f5-qCArPAxt16PlHayRNbnN8ddXu-09s2BOjBNYQmYK_PQIC9xN4xLrjmFl4UaRvjeKYaJDwQRxHzULX8EnThMut-LVZk2ZVU7-78K6E9W5XsHjnAyMf6Kjq6Yxk-X0ukXnsIUQOdUcNPZiLjgKWfaihG0hbx5m2UucEq03jZKyjfFg-zGC4u4nRKtuEQlUoTj80H75zWUaoNaBmmwB65PfqShggESynNQ%3D%3D,,,,,,,,,,,,
